No,Region,District,D/S Office,Date of Death,Cause of Death,Sex,Age,Age Category
1,Southern,Monaragala,Katharagama,2010-01-01,Body destroyed,Male,50-55,Subadults and adults
2,Southern,Monaragala,Thanamalvila,2010-01-07,Unknown,Male,20,Subadults and adults
3,North Western,Anuradhapura,Unknown,2010-01-08,Electrocuted,Male,30-35,Subadults and adults
4,Eastern,Ampara,Thirukkovil,2010-01-12,Gunshot,Female,15-20,Subadults and adults
5,North Western,Kurunegala,Ipalogama,2010-01-15,Accident,Male,5,Juvenile
6,North Western,Kurunegala,Pannala,2010-01-16,Gunshot,Male,35-40,Subadults and adults
7,Southern,Monaragala,Thanamalvila,2010-01-20,Unknown,Male,20-25,Subadults and adults
8,North Western,Puttalam,Puttalam,2010-01-20,Gunshot,Male,7,Juvenile
9,Eastern,Monaragala,Madulla,2010-01-25,Gunshot,Male,20-28,Subadults and adults
10,Southern,Monaragala,Wellawaya,2010-01-26,Unknown,Male,20-25,Subadults and adults
11,Eastern,Ampara,Mahaoya,2010-02-03,Gunshot,Female,10-12,Juvenile
12,Polonnaruwa,Matale,Dambulla,2010-02-03,Electrocuted,Male,35-40,Subadults and adults
13,Eastern,Ampara,Addalachchenai,2010-02-04,Electrocuted,Male,30-35,Subadults and adults
14,North Western,Kurunegala,Ehetuwewa,2010-02-10,Gunshot,Male,20,Subadults and adults
15,Polonnaruwa,Polonnaruwa,Hingurakgoda,2010-02-11,Train Accident,Female,15,Subadults and adults
16,North Western,Mannar,Musali,2010-02-11,Unknown,Male,40-50,Subadults and adults
17,Southern,Monaragala,Thanamalvila,2010-02-14,Gunshot,Unknown,35-40,Subadults and adults
18,Eastern,Ampara,Samanthurai,2010-02-15,Gunshot,Female,6,Juvenile
19,North Western,Anuradhapura,Thirappane,2010-02-17,Gunshot,Female,25-30,Subadults and adults
20,Southern,Badulla,Hildummulla,2010-02-17,Electrocuted,Male,25-30,Subadults and adults
21,Eastern,Ampara,Samanthurai,2010-02-21,Gunshot,Male,15-20,Subadults and adults
22,North Western,Mannar,Mannar Town,2010-02-21,Accident,Male,15,Subadults and adults
23,Eastern,Ampara,Pothuvil,2010-02-24,Electrocuted,Male,35-40,Subadults and adults
24,Eastern,Ampara,Uhana,2010-02-25,Gunshot,Male,25-30,Subadults and adults
25,North Western,Anuradhapura,Maha Vilachchiya,2010-02-27,Gunshot,Female,30,Subadults and adults
26,Eastern,Ampara,Thirukkovil,2010-02-27,Injured,Male,35-40,Subadults and adults
27,Polonnaruwa,Trincomalee,Kuchchaveli,2010-03-01,Unknown,Male,25-30,Subadults and adults
28,Eastern,Ampara,Mahaoya,2010-03-01,Gunshot,Male,15-20,Subadults and adults
29,Eastern,Ampara,Lahugala,2010-03-03,Gunshot,Male,40-45,Subadults and adults
30,Polonnaruwa,Trincomalee,Kantalai,2010-03-06,Gunshot,Male,30-35,Subadults and adults
31,North Western,Unknown,Unknown,2010-03-08,Poisned,Male,25-30,Subadults and adults
32,Southern,Monaragala,Wellawaya,2010-03-09,Gunshot,Unknown,4,Calf
33,North Western,Monaragala,Unknown,2010-03-12,Unknown,Unknown,2-4,Calf
34,Eastern,Ampara,Samanthurai,2010-03-16,Electrocuted,Male,18-20,Subadults and adults
35,Polonnaruwa,Matale,Wilgamuwa,2010-03-16,Gunshot,Female,30-35,Subadults and adults
36,Polonnaruwa,Matale,Wilgamuwa,2010-03-16,Other,Unknown,1 Month,Infant
37,Southern,Hambantota,Hambantota,2010-03-17,Gunshot,Male,45,Subadults and adults
38,Southern,Monaragala,Wellawaya,2010-03-18,Gunshot,Male,25,Subadults and adults
39,Polonnaruwa,Ampara,Dehiattakandiya,2010-03-19,Gunshot,Male,12,Juvenile
40,Eastern,Batticaloa,Manmunai South and Eruvilpattu,2010-03-19,Poisned,Male,20-25,Subadults and adults
41,Southern,Badulla,Hildummulla,2010-03-20,Gunshot,Male,25-30,Subadults and adults
42,North Western,Unknown,Unknown,2010-03-21,Accident,Female,15,Subadults and adults
43,Polonnaruwa,Polonnaruwa,Hingurakgoda,2010-03-23,Train Accident,Female,35-40,Subadults and adults
44,Polonnaruwa,Ampara,Padiyathalawa,2010-03-27,Gunshot,Male,30,Subadults and adults
45,Polonnaruwa,Ampara,Padiyathalawa,2010-03-27,Gunshot,Male,20,Subadults and adults
46,Polonnaruwa,Polonnaruwa,Hingurakgoda,2010-03-28,Other,Female,4,Calf
47,Southern,Monaragala,Buttala,2010-03-29,Unknown,Male,14,Subadults and adults
48,Polonnaruwa,Trincomalee,Kantalai,2010-03-31,Gunshot,Male,30,Subadults and adults
49,Polonnaruwa,Polonnaruwa,Elahera,2010-03-31,Unknown,Male,35-40,Subadults and adults
50,North Western,Mannar,Musali,2010-03-31,Other,Female,5,Juvenile
51,North Western,Anuradhapura,Horowpothana,2010-04-03,Unknown,Male,50,Subadults and adults
52,Polonnaruwa,Trincomalee,Seruvila,2010-04-03,Gunshot,Female,20,Subadults and adults
53,Eastern,Ampara,Uhana,2010-04-04,Electrocuted,Male,35-40,Subadults and adults
54,Eastern,Batticaloa,Porativu Pattu,2010-04-05,Gunshot,Male,30-35,Subadults and adults
55,Polonnaruwa,Badulla,Mahiyanganaya,2010-04-07,Gunshot,Male,35-40,Subadults and adults
56,Polonnaruwa,Trincomalee,Kantalai,2010-04-08,Gunshot,Male,25-30,Subadults and adults
57,Eastern,Batticaloa,Manmunai South and Eruvilpattu,2010-04-10,Gunshot,Male,12-15,Subadults and adults
58,Polonnaruwa,Polonnaruwa,Dimbulagala,2010-04-11,Hakkapatas,Male,18,Subadults and adults
59,North Western,Anuradhapura,Palugaswewa,2010-04-13,Unknown,Female,Unknown,Unknown
60,Eastern,Ampara,Lahugala,2010-04-13,Gunshot,Male,40-45,Subadults and adults
61,Southern,Monaragala,Thanamalvila,2010-04-20,Other,Female,6 Months,Infant
62,Polonnaruwa,Trincomalee,Kantalai,2010-04-23,Unknown,Unknown,15,Subadults and adults
63,Polonnaruwa,Matale,Dambulla,2010-04-24,Electrocuted,Male,35-40,Subadults and adults
64,Polonnaruwa,Trincomalee,Morawewa,2010-04-27,Hakkapatas,Female,20-25,Subadults and adults
65,North Western,Anuradhapura,Unknown,2010-04-27,Gunshot,Male,30,Subadults and adults
66,Polonnaruwa,Trincomalee,Kantalai,2010-04-28,Gunshot,Male,25,Subadults and adults
67,Southern,Monaragala,Wellawaya,2010-05-02,Gunshot,Male,25-30,Subadults and adults
68,Eastern,Ampara,Damana,2010-05-02,Gunshot,Male,6-7,Juvenile
69,Polonnaruwa,Polonnaruwa,Welikanda,2010-05-03,Gunshot,Male,35-40,Subadults and adults
70,North Western,Anuradhapura,Horowpothana,2010-05-06,Gunshot,Male,25,Subadults and adults
71,Polonnaruwa,Polonnaruwa,Hingurakgoda,2010-05-08,Train Accident,Unknown,3,Calf
72,Polonnaruwa,Trincomalee,Kantalai,2010-05-11,Gunshot,Female,30-35,Subadults and adults
73,Southern,Hambantota,Sooriyawewa,2010-05-11,Electrocuted,Male,30,Subadults and adults
74,North Western,Anuradhapura,Horowpothana,2010-05-11,Gunshot,Male,30,Subadults and adults
75,North Western,Anuradhapura,Nachchadoowa,2010-05-12,Gunshot,Female,30,Subadults and adults
76,Polonnaruwa,Trincomalee,Morawewa,2010-05-13,Gunshot,Male,25-30,Subadults and adults
77,Southern,Monaragala,Wellawaya,2010-05-16,Gunshot,Male,30-35,Subadults and adults
78,Polonnaruwa,Trincomalee,Kantalai,2010-05-16,Other,Male,20,Subadults and adults
79,Polonnaruwa,Ampara,Dehiattakandiya,2010-05-20,Other,Male,30,Subadults and adults
80,North Western,Kurunegala,Ehetuwewa,2010-05-20,Gunshot,Male,30,Subadults and adults
81,North Western,Kurunegala,Ambanpola,2010-05-21,Accident,Male,7,Juvenile
82,North Western,Anuradhapura,Palagala,2010-05-21,Gunshot,Female,25-30,Subadults and adults
83,Polonnaruwa,Badulla,Mahiyanganaya,2010-05-22,Gunshot,Male,55,Subadults and adults
84,Southern,Monaragala,Thanamalvila,2010-05-23,Gunshot,Female,30,Subadults and adults
85,Polonnaruwa,Trincomalee,Kantalai,2010-05-25,Gunshot,Male,25-30,Subadults and adults
86,North Western,Anuradhapura,Rambewa,2010-05-27,Accident,Female,25,Subadults and adults
87,Polonnaruwa,Trincomalee,Morawewa,2010-05-29,Other,Male,15-20,Subadults and adults
88,North Western,Anuradhapura,Palugaswewa,2010-06-01,Gunshot,Male,20,Subadults and adults
89,Eastern,Ampara,Ampara,2010-06-04,Gunshot,Male,6-8,Juvenile
90,Polonnaruwa,Polonnaruwa,Hingurakgoda,2010-06-05,Unknown,Female,15,Subadults and adults
91,Southern,Monaragala,Wellawaya,2010-06-08,Unknown,Male,10-12,Juvenile
92,YalaBundala,Hambantota,Hambantota,2010-06-11,Electrocuted,Female,20,Subadults and adults
93,Polonnaruwa,Badulla,Mahiyanganaya,2010-06-16,Accident,Male,Unknown,Unknown
94,Southern,Monaragala,Thanamalvila,2010-06-18,Gunshot,Male,30-35,Subadults and adults
95,North Western,Puttalam,Nawagattegama,2010-06-18,Other,Male,5-6,Juvenile
96,North Western,Anuradhapura,Palugaswewa,2010-06-19,Poisned,Female,35,Subadults and adults
97,Southern,Hambantota,Hambantota,2010-06-20,Gunshot,Unknown,25,Subadults and adults
98,Eastern,Monaragala,Medagama,2010-06-22,Gunshot,Male,35-40,Subadults and adults
99,Polonnaruwa,Polonnaruwa,Hingurakgoda,2010-06-22,Train Accident,Male,30,Subadults and adults
100,Eastern,Ampara,Uhana,2010-06-24,Gunshot,Female,15-18,Subadults and adults
101,North Western,Anuradhapura,Medawachchiya,2010-06-24,Accident,Male,1,Calf
102,Polonnaruwa,Polonnaruwa,Hingurakgoda,2010-06-30,Gunshot,Female,45,Subadults and adults
103,Eastern,Monaragala,Siyambalanduwa,2010-07-01,Unknown,Male,35-40,Subadults and adults
104,Polonnaruwa,Matale,Dambulla,2010-07-01,Unknown,Male,20-25,Subadults and adults
105,Southern,Hambantota,Hambantota,2010-07-03,Unknown,Unknown,20,Subadults and adults
106,Southern,Hambantota,Katharagama,2010-07-03,Gunshot,Male,15-20,Subadults and adults
107,YalaBundala,Hambantota,Thissamaharama,2010-07-06,Unknown,Male,Unknown,Unknown
108,Polonnaruwa,Polonnaruwa,Hingurakgoda,2010-07-09,Gunshot,Unknown,35-40,Subadults and adults
109,North Western,Anuradhapura,N. Palatha Central,2010-07-10,Gunshot,Male,30,Subadults and adults
110,Polonnaruwa,Trincomalee,Kuchchaveli,2010-07-11,Gunshot,Male,Male,Unknown
111,Southern,Monaragala,Thanamalvila,2010-07-12,Unknown,Male,2 Weeks,Infant
112,Polonnaruwa,Trincomalee,Kinniya,2010-07-13,Natural,Male,30,Subadults and adults
113,North Western,Anuradhapura,N. Palatha Central,2010-07-15,Gunshot,Male,35,Subadults and adults
114,North Western,Kurunegala,Galgamuwa,2010-07-19,Gunshot,Female,35,Subadults and adults
115,North Western,Anuradhapura,Palugaswewa,2010-07-20,Train Accident,Female,10-12,Juvenile
116,North Western,Anuradhapura,Galenbindunuwewa,2010-07-20,Unknown,Female,8,Juvenile
117,Southern,Hambantota,Ambalanthota,2010-08-01,Unknown,Male,Unknown,Unknown
118,Polonnaruwa,Matale,Laggala-Pallegama,2010-08-02,Gunshot,Male,35-40,Subadults and adults
119,North Western,Anuradhapura,Palugaswewa,2010-08-02,Unknown,Male,25,Subadults and adults
120,Central,Badulla,Kandaketiya,2010-08-04,Unknown,Male,35,Subadults and adults
121,Polonnaruwa,Matale,Wilgamuwa,2010-08-08,Other,Female,45,Subadults and adults
122,Southern,Ratnapura,Embilipitiya,2010-08-11,Unknown,Male,10,Juvenile
123,YalaBundala,Hambantota,Lunugamvehera,2010-08-13,Accident,Male,32,Subadults and adults
124,YalaBundala,Hambantota,Thissamaharama,2010-08-13,Unknown,Male,Unknown,Unknown
125,Polonnaruwa,Trincomalee,Kinniya,2010-08-15,Unknown,Male,4-5,Juvenile
126,North Western,Puttalam,Vanathavilluwa,2010-08-15,Gunshot,Male,15-20,Subadults and adults
127,Eastern,Ampara,Pothuvil,2010-08-18,Septicemia,Male,40-45,Subadults and adults
128,Eastern,Ampara,Samanthurai,2010-08-20,Septicemia,Female,26-28,Subadults and adults
129,Eastern,Ampara,Addalachchenai,2010-08-20,Gunshot,Male,30-35,Subadults and adults
130,Polonnaruwa,Polonnaruwa,Hingurakgoda,2010-09-03,Natural,Female,5-6,Juvenile
131,Eastern,Ampara,Lahugala,2010-09-03,Land mine,Male,40-45,Subadults and adults
132,Polonnaruwa,Polonnaruwa,Medirigiriya,2010-09-06,Gunshot,Male,2,Calf
133,Eastern,Ampara,Thirukkovil,2010-09-06,Body destroyed,Unknown,20-22,Subadults and adults
134,North Western,Anuradhapura,Nachchadoowa,2010-09-06,Accident,Female,15,Subadults and adults
135,Eastern,Batticaloa,Manmunai South and Eruvilpattu,2010-09-07,Poisned,Male,3-4,Calf
136,Eastern,Ampara,Uhana,2010-09-07,Accident,Male,20-25,Subadults and adults
137,Polonnaruwa,Trincomalee,Gomarankadawala,2010-09-07,Unknown,Male,30,Subadults and adults
138,Polonnaruwa,Polonnaruwa,Hingurakgoda,2010-09-09,Gunshot,Male,8-10,Juvenile
139,Eastern,Monaragala,Siyambalanduwa,2010-09-09,Gunshot,Male,25-30,Subadults and adults
140,Eastern,Ampara,Lahugala,2010-09-09,Accident,Male,5-6,Juvenile
141,Eastern,Batticaloa,Manmunai South and Eruvilpattu,2010-09-10,Gunshot,Male,30-35,Subadults and adults
142,Southern,Monaragala,Thanamalvila,2010-09-11,Gunshot,Male,25-30,Subadults and adults
143,YalaBundala,Hambantota,Hambantota,2010-09-11,Other,Female,2.5,Calf
144,Polonnaruwa,Polonnaruwa,Hingurakgoda,2010-09-14,Unknown,Female,15,Subadults and adults
145,Polonnaruwa,Trincomalee,Morawewa,2010-09-14,Gunshot,Male,12-15,Subadults and adults
146,Polonnaruwa,Trincomalee,Morawewa,2010-09-14,Gunshot,Unknown,20,Subadults and adults
147,North Western,Anuradhapura,Medawachchiya,2010-09-15,Unknown,Unknown,Unknown,Unknown
148,Eastern,Ampara,Damana,2010-09-15,Gunshot,Male,25-30,Subadults and adults
149,Southern,Badulla,Hildummulla,2010-09-20,Unknown,Unknown,Unknown,Unknown
150,North Western,Anuradhapura,Kekirawa,2010-09-21,Poisned,Male,17,Subadults and adults
151,North Western,Kurunegala,Ehetuwewa,2010-09-22,Accident,Male,5.5 Months,Infant
152,Eastern,Batticaloa,Manmunai South and Eruvilpattu,2010-09-23,Gunshot,Male,30-33,Subadults and adults
153,North Western,Trincomalee,Padavi Sri Pura,2010-09-24,Accident,Male,3-4,Calf
154,Polonnaruwa,Polonnaruwa,Hingurakgoda,2010-09-27,Unknown,Unknown,50-60,Subadults and adults
155,North Western,Mannar,Musali,2010-09-28,Gunshot,Male,40-45,Subadults and adults
156,North Western,Vavuniya,Vavuniya South,2010-09-30,Accident,Male,3-4,Calf
157,North Western,Anuradhapura,Palagala,2010-10-01,Unknown,Male,3 Months,Infant
158,Polonnaruwa,Polonnaruwa,Hingurakgoda,2010-10-03,Train Accident,Female,17-18,Subadults and adults
159,Polonnaruwa,Polonnaruwa,Hingurakgoda,2010-10-03,Train Accident,Female,Unknown,Unknown
160,North Western,Mannar,Musali,2010-10-04,Gunshot,Male,15,Subadults and adults
161,Polonnaruwa,Polonnaruwa,Hingurakgoda,2010-10-04,Unknown,Female,30,Subadults and adults
162,Polonnaruwa,Trincomalee,Kantalai,2010-10-05,Gunshot,Male,25-30,Subadults and adults
163,Southern,Ratnapura,Weligepola,2010-10-08,Unknown,Male,35-40,Subadults and adults
164,YalaBundala,Hambantota,Hambantota,2010-10-08,Electrocuted,Male,25-30,Subadults and adults
165,Polonnaruwa,Polonnaruwa,Welikanda,2010-10-12,Hakkapatas,Female,25,Subadults and adults
166,Polonnaruwa,Polonnaruwa,Dimbulagala,2010-10-13,Unknown,Female,10-15,Unknown
167,Polonnaruwa,Trincomalee,Morawewa,2010-10-13,Other,Male,20,Subadults and adults
168,Polonnaruwa,Polonnaruwa,Welikanda,2010-10-17,Gunshot,Female,15-20,Subadults and adults
169,Polonnaruwa,Polonnaruwa,Dimbulagala,2010-10-18,Accident,Unknown,25,Subadults and adults
170,Southern,Hambantota,Ambalanthota,2010-10-20,Electrocuted,Male,25,Subadults and adults
171,North Western,Anuradhapura,Thirappane,2010-10-20,Unknown,Male,15,Subadults and adults
172,Eastern,Ampara,Lahugala,2010-10-24,Natural,Male,60-65,Subadults and adults
173,North Western,Vavuniya,Vengalacheddiculam,2010-10-25,Gunshot,Male,3 Months,Infant
174,North Western,Kurunegala,Mahawa,2010-10-25,Body destroyed,Male,25,Subadults and adults
175,Eastern,Ampara,Addalachchenai,2010-10-27,Unknown,Male,30-35,Subadults and adults
176,Southern,Hambantota,Hambantota,2010-10-30,Natural,Female,15,Subadults and adults
177,Polonnaruwa,Trincomalee,Trincomalee Town and Gravets,2010-11-01,Gunshot,Unknown,Unknown,Unknown
178,Polonnaruwa,Polonnaruwa,Elahera,2010-11-01,Unknown,Female,20-25,Subadults and adults
179,North Western,Anuradhapura,Kahatagasdigiliya,2010-11-01,Poisned,Male,25,Subadults and adults
180,Eastern,Ampara,Uhana,2010-11-01,Electrocuted,Male,35-40,Subadults and adults
181,YalaBundala,Monaragala,Katharagama,2010-11-02,Other,Male,50,Subadults and adults
182,Polonnaruwa,Polonnaruwa,Thamankaduwa,2010-11-03,Unknown,Male,25-30,Subadults and adults
183,Southern,Hambantota,Lunugamvehera,2010-11-04,Electrocuted,Female,25,Subadults and adults
184,North Western,Anuradhapura,Kebithigollewa,2010-11-05,Accident,Female,30,Subadults and adults
185,North Western,Anuradhapura,Kebithigollewa,2010-11-05,Gunshot,Female,4,Calf
186,North Western,Mannar,Vengalacheddiculam,2010-11-05,Hakkapatas,Male,6,Juvenile
187,YalaBundala,Hambantota,Thissamaharama,2010-11-09,Electrocuted,Male,30,Subadults and adults
188,Polonnaruwa,Polonnaruwa,Dimbulagala,2010-11-09,Unknown,Male,35,Subadults and adults
189,Polonnaruwa,Trincomalee,Kantalai,2010-11-10,Unknown,Unknown,25-30,Subadults and adults
190,North Western,Anuradhapura,Kahatagasdigiliya,2010-11-14,Unknown,Unknown,Unknown,Unknown
191,Polonnaruwa,Trincomalee,Gomarankadawala,2010-11-15,Body destroyed,Male,3-4,Calf
192,North Western,Anuradhapura,Horowpothana,2010-11-15,Poisned,Male,4.5,Juvenile
193,North Western,Anuradhapura,Medawachchiya,2010-11-17,Hakkapatas,Male,2.5,Calf
194,Southern,Monaragala,Thanamalvila,2010-11-20,Gunshot,Male,30,Subadults and adults
195,North Western,Vavuniya,Vavuniya,2010-11-20,Hakkapatas,Male,3.5,Calf
196,Polonnaruwa,Trincomalee,Morawewa,2010-11-21,Body destroyed,Male,25-30,Subadults and adults
197,North Western,Anuradhapura,Horowpothana,2010-11-21,Unknown,Unknown,Unknown,Unknown
198,North Western,Kurunegala,Galgamuwa,2010-11-23,Accident,Male,35,Subadults and adults
199,Eastern,Ampara,Addalachchenai,2010-11-27,Gunshot,Male,30-35,Subadults and adults
200,Southern,Monaragala,Thanamalvila,2010-11-30,Electrocuted,Male,40-45,Subadults and adults
201,Polonnaruwa,Trincomalee,Seruvila,2010-12-03,Hakkapatas,Male,15-20,Subadults and adults
202,North Western,Anuradhapura,Ipalogama,2010-12-03,Hakkapatas,Male,8,Juvenile
203,North Western,Anuradhapura,Thirappane,2010-12-03,Hakkapatas,Male,10,Juvenile
204,North Western,Anuradhapura,N. Palatha Central,2010-12-03,Electrocuted,Male,30,Subadults and adults
205,Eastern,Monaragala,Madulla,2010-12-04,Body destroyed,Male,30-35,Subadults and adults
206,Eastern,Batticaloa,Koralai Pattu North,2010-12-04,Gunshot,Female,10-12,Juvenile
207,Polonnaruwa,Polonnaruwa,Welikanda,2010-12-04,Other,Male,35,Subadults and adults
208,North Western,Puttalam,Karuwalagaswewa,2010-12-05,Other,Female,6 Months,Infant
209,North Western,Kurunegala,Galgamuwa,2010-12-06,Accident,Unknown,10-15,Unknown
210,North Western,Mannar,Musali,2010-12-06,Hakkapatas,Male,25,Subadults and adults
211,North Western,Puttalam,Karuwalagaswewa,2010-12-09,Other,Female,40-50,Subadults and adults
212,Polonnaruwa,Polonnaruwa,Thamankaduwa,2010-12-09,Unknown,Male,2,Calf
213,Polonnaruwa,Polonnaruwa,Dimbulagala,2010-12-11,Poisned,Male,4,Calf
214,Polonnaruwa,Trincomalee,Seruvila,2010-12-12,Hakkapatas,Male,10-12,Juvenile
215,Polonnaruwa,Polonnaruwa,Welikanda,2010-12-13,Unknown,Male,20-25,Subadults and adults
216,Polonnaruwa,Polonnaruwa,Hingurakgoda,2010-12-19,Unknown,Male,22,Subadults and adults
217,Eastern,Ampara,Mahaoya,2010-12-20,Gunshot,Male,30-35,Subadults and adults
218,Southern,Monaragala,Thanamalvila,2010-12-20,Unknown,Male,35,Subadults and adults
219,North Western,Anuradhapura,Padaviya,2010-12-20,Gunshot,Male,30,Subadults and adults
220,Southern,Hambantota,Hambantota,2010-12-24,Body destroyed,Unknown,Unknown,Unknown
221,Polonnaruwa,Polonnaruwa,Medirigiriya,2010-12-24,Other,Female,3,Calf
222,North Western,Anuradhapura,Horowpothana,2010-12-25,Unknown,Male,15,Subadults and adults
223,Polonnaruwa,Polonnaruwa,Welikanda,2010-12-25,Other,Male,15-20,Subadults and adults
224,Southern,Ratnapura,Embilipitiya,2010-12-29,Unknown,Male,1 Month,Infant
225,North Western,Puttalam,Nawagattegama,2010-12-29,Gunshot,Male,35-40,Subadults and adults
226,Eastern,Ampara,Pothuvil,2010-12-29,Electrocuted,Male,25-30,Subadults and adults
227,Central,Kandy,Udadumbara,2010-12-31,Poisned,Female,45,Subadults and adults
228,Southern,Ratnapura,Embilipitiya,2011-01-03,Unknown,Male,3 Months,Infant
229,Southern,Ratnapura,Balangoda,2011-01-04,Unknown,Male,25-30,Subadults and adults
230,North Western,Anuradhapura,N. Palatha Central,2011-01-06,Electrocuted,Male,35,Subadults and adults
231,Mahaweli,Polonnaruwa,Welikanda,2011-01-06,Flood,Female,3,Calf
232,Mahaweli,Polonnaruwa,Hingurakgoda,2011-01-08,Flood,Unknown,Unknown,Unknown
233,Southern,Monaragala,Thanamalvila,2011-01-10,Natural,Male,60,Subadults and adults
234,Eastern,Batticaloa,Eravur Pattu,2011-01-10,Gunshot,Male,30-35,Subadults and adults
235,Mahaweli,Trincomalee,Kuchchaveli,2011-01-12,Unknown,Female,20-22,Subadults and adults
236,Mahaweli,Polonnaruwa,Dimbulagala,2011-01-12,Flood,Male,40-50,Subadults and adults
237,Mahaweli,Polonnaruwa,Dimbulagala,2011-01-12,Gunshot,Male,40,Subadults and adults
238,Mahaweli,Polonnaruwa,Thamankaduwa,2011-01-13,Flood,Female,4,Calf
239,Mahaweli,Polonnaruwa,Dimbulagala,2011-01-13,Unknown,Unknown,Unknown,Unknown
240,North Western,Kurunegala,Ehetuwewa,2011-01-14,Poisned,Female,30,Subadults and adults
241,Mahaweli,Trincomalee,Kantalai,2011-01-14,Flood,Male,4.5,Juvenile
242,North Western,Kurunegala,Polpithigama,2011-01-14,Electrocuted,Male,45,Subadults and adults
243,YalaBundala,Hambantota,Thissamaharama,2011-01-15,Gunshot,Male,20-25,Subadults and adults
244,Mahaweli,Trincomalee,Gomarankadawala,2011-01-16,Gunshot,Male,35,Subadults and adults
245,Southern,Monaragala,Thanamalvila,2011-01-17,Unknown,Male,35,Subadults and adults
246,North Western,Anuradhapura,Horowpothana,2011-01-17,Electrocuted,Unknown,25,Subadults and adults
247,Southern,Hambantota,Hambantota,2011-01-24,Electrocuted,Male,12-15,Subadults and adults
248,Eastern,Ampara,Pothuvil,2011-01-28,Gunshot,Male,15-20,Subadults and adults
249,Eastern,Ampara,Lahugala,2011-01-29,Gunshot,Male,25-30,Subadults and adults
250,North Western,Anuradhapura,Galenbindunuwewa,2011-01-29,Poisned,Male,35-40,Subadults and adults
251,Southern,Monaragala,Wellawaya,2011-01-29,Natural,Male,3 Months,Infant
252,YalaBundala,Hambantota,Thissamaharama,2011-01-30,Other,Male,15-20,Subadults and adults
253,Eastern,Batticaloa,Koralai Pattu North,2011-01-30,Gunshot,Male,20-25,Subadults and adults
254,Eastern,Batticaloa,Koralai Pattu North,2011-01-30,Gunshot,Female,35-40,Subadults and adults
255,North Western,Anuradhapura,Galenbindunuwewa,2011-01-31,Hakkapatas,Male,15,Subadults and adults
256,Southern,Ratnapura,Embilipitiya,2011-01-31,Unknown,Unknown,4,Calf
257,Southern,Ratnapura,Embilipitiya,2011-01-31,Unknown,Unknown,Unknown,Unknown
258,Southern,Ratnapura,Embilipitiya,2011-01-31,Unknown,Unknown,Unknown,Unknown
259,Southern,Ratnapura,Embilipitiya,2011-01-31,Unknown,Unknown,Unknown,Unknown
260,North Western,Anuradhapura,Thirappane,2011-01-31,Gunshot,Female,Unknown,Unknown
261,North Western,Anuradhapura,Thirappane,2011-01-31,Gunshot,Female,Unknown,Unknown
262,Eastern,Ampara,Damana,2011-02-02,Gunshot,Female,3 Months,Infant
263,North Western,Anuradhapura,Ipalogama,2011-02-04,Flood,Male,1 Week,Infant
264,North Western,Vavuniya,Vavuniya,2011-02-05,Gunshot,Female,30,Subadults and adults
265,Mahaweli,Trincomalee,Gomarankadawala,2011-02-08,Unknown,Male,30-35,Subadults and adults
266,Mahaweli,Trincomalee,Seruvila,2011-02-10,Unknown,Unknown,30,Subadults and adults
267,YalaBundala,Hambantota,Lunugamvehera,2011-02-12,Poisned,Male,15-20,Subadults and adults
268,Eastern,Ampara,Ampara,2011-02-12,Accident,Male,15-18,Subadults and adults
269,Mahaweli,Polonnaruwa,Hingurakgoda,2011-02-12,Accident,Male,20-25,Subadults and adults
270,Mahaweli,Trincomalee,Muttur,2011-02-12,Other,Female,4.5,Juvenile
271,Eastern,Batticaloa,Eravur Pattu,2011-02-13,Gunshot,Male,25-30,Subadults and adults
272,Mahaweli,Polonnaruwa,Welikanda,2011-02-15,Gunshot,Female,20-25,Subadults and adults
273,Southern,Monaragala,Thanamalvila,2011-02-16,Electrocuted,Male,25-30,Subadults and adults
274,Eastern,Ampara,Samanthurai,2011-02-18,Gunshot,Male,45-50,Subadults and adults
275,Mahaweli,Polonnaruwa,Welikanda,2011-02-19,Gunshot,Female,13,Subadults and adults
276,North Western,Puttalam,Vanathavilluwa,2011-02-20,Accident,Male,25-30,Subadults and adults
277,North Western,Puttalam,Nawagattegama,2011-02-20,Gunshot,Female,20,Subadults and adults
278,Southern,Monaragala,Thanamalvila,2011-02-20,Unknown,Male,35,Subadults and adults
279,North Western,Anuradhapura,Nochchiyagama,2011-02-20,Unknown,Male,30-25,Subadults and adults
280,Southern,Monaragala,Thanamalvila,2011-02-21,Gunshot,Male,7,Juvenile
281,Southern,Monaragala,Wellawaya,2011-02-21,Gunshot,Male,35-40,Subadults and adults
282,Eastern,Ampara,Ampara,2011-02-22,Gunshot,Female,40-45,Subadults and adults
283,Mahaweli,Trincomalee,Seruvila,2011-02-25,Unknown,Unknown,5,Juvenile
284,Mahaweli,Polonnaruwa,Welikanda,2011-02-27,Other,Female,4,Calf
285,North Western,Puttalam,Nawagattegama,2011-02-28,Gunshot,Female,25,Subadults and adults
286,Mahaweli,Trincomalee,Verugal,2011-03-04,Other,Male,3.5,Calf
287,Southern,Monaragala,Thanamalvila,2011-03-05,Electrocuted,Male,30,Subadults and adults
288,Mahaweli,Polonnaruwa,Dimbulagala,2011-03-06,Unknown,Male,35,Subadults and adults
289,North Western,Puttalam,Karuwalagaswewa,2011-03-07,Gunshot,Male,15-20,Subadults and adults
